DATE,BAR NUMBER,DESCRIPTION
2020-11-10,81,End of Day
2020-11-12,1,"GD, F BO LOY and 60ma, PL, but BRB, 2 day TR, PP SA, PS TRO and TRD, BB2"
2020-11-12,2,"2BR, PL, but BBRB1, TR for 2 days, HPWB2, PS LOM. L1 but BLB just above LOY and 60ma SP, SS2"
2020-11-12,3,"L1, OD, PH, but at SP LOY and 60ma, HPWS2"
2020-11-12,4,"CCBRBC, CCBRB1C, but at SP LOY and 60ma, HPWS2, PS LOM"
2020-11-12,5,"H2 1, PL, DBR might B back shorts around 4 C"
2020-11-12,6,"tail so DBR bough back shorts. on S below 4 and on B above 5 so TR, HPW"
2020-11-12,7,"H2 at bottom of Y TR and at 60ma, but BRB, TRO, HPW"
2020-11-12,8,-
2020-11-12,9,"CCBLB, CCBLB1C, BO HOD and MA, but need FT, else BLTP and 50P"
2020-11-12,10,"BRB, bad FT, PS F BO, AIBLE, but tail, 6 BBLMC, PP BB and 2LSU, HPWS2. might be BLTR so might get deep PB"
2020-11-12,11,"SBD, middle of TRD, between both MA, LOM"
2020-11-12,12,"HL MTR, still AIL, 50P to 60ma, but BRD, 3 BRB, PP LOM, HPW"
2020-11-12,13,"HL MTR, DB 8 at 60ma, but tail, 3 BRB, TRO, HPW"
2020-11-12,14,"SBU, AIL, but PS TR, HPW"
2020-11-12,15,"CCBBLBC, AIL, MGA COY and Sept H, but need FT, else W 2 10"
2020-11-12,16,"W 2 10, 50P, PH but strong 13 14 15, tail, HPWS2, PS BB and SPBL"
2020-11-12,17,"H1, BLB, but DD, might get 2LSD from W 16, NWSS, or wait to H2, like MDB 17"
2020-11-12,18,"W 2ES, PH, but just above MA, still AIL, Sept H MGA, PS BB for H2 17, HPWS2 and HPWB2"
2020-11-12,19,"H2 17, BLCH, but tail, TR, better to wait for breakout or 2nd signal. Low probability, bad for stop entries."">BBBR, PS SA 16, for f BO W 2 10, HPW since not clear. still 50% chance BO above 16 will F"
2020-11-12,20,"W 10 16, but BLB, HPWS2"
2020-11-12,21,"SBD, C below 17 NL DT 16 20, PP 2LSD from W. TRO, BL want BLB 21 for BRTP, but PP SD"
2020-11-12,22,"BR FT, PP AIS, PP SA for 2LSD, but might test 20 L since BSSB"
2020-11-12,23,-
2020-11-12,24,"4 CC BRB, AIS, 12 L and 60ma MGB, but tails, NWSS, might test 20 L"
2020-11-12,25,"BBRBL, PS SVT of 60ma and 12 HL. BR want MG and new LOD. AIS, but HPWS2 since PS bounce at 60ma and 12 HL"
2020-11-12,26,-
2020-11-12,27,"SX, HL DB 5 LOD, test LOY, AIBRE4, but PP SA, HPWB2. MGA 25 SX H and MA, but HPWB2"
2020-11-12,28,"DB LL 5, SX, PL, AIBRE, might test 25 SX H, but PP SA and around 25 H and MA, HPWB2"
2020-11-12,29,-
2020-11-12,30,"L1 but DD after 2 BLB, DB 5 at 60ma and LOY SP, TRD, 25 SX MGA, PP BB, SS2. PP SA around 50P, MA, 25 SX H and 22 H start of PW"
2020-11-12,31,-
2020-11-12,32,"L2 at MA, AIS, but BLB, 5 BWBRB, MGA 25 SX H, TRD, PS BB, SS2"
2020-11-12,33,-
2020-11-12,34,"L2 at MA, HST 10 20, Oct 12 H MGB, COL, AIS, but 6 BTTR, SPBL, bottom of TRD, in between 2 MA, LRP S"
2020-11-12,35,-
2020-11-12,36,"SBD, Oct 12 H MGB, should get there at some point today, but BL want W 12 28 and 65 5"
2020-11-12,37,"W, but tail, SBD 36, BB2. L1 but BLB, SP just below at Oct 12 H BOP and GX L, far below MA, PS W, PS BB, NS"
2020-11-12,38,-
2020-11-12,39,"still STC, room to MMTB from HOD to DB 5 28, but tail and SX, BO GX L. PP PTG soon"
2020-11-12,40,"still STC, but BBRL and just above MMT and HLW, PW 36 39, PP PTG soon"
2020-11-12,41,"SX, test HLW, COH, PW 36 39, 41M, AIBRE, BR wait for 2LSD before S again. PL, but trade small. If exit below 41, B 2nd REVU"
2020-11-12,42,"L1, room to MGB HLW, but BLB, SX, HPWS2, PP bounce here or from HLW"
2020-11-12,43,-
2020-11-12,44,-
2020-11-12,45,"SVT HLW, 2LD 40, LL DB 41, PP PTG soon and TR, AIBRE, but BRD, LRP B"
2020-11-12,46,"MW 41 45, MDB at HLW, but BRB. 4 CC BRB, but tails, PP TR soon, PS BB, HPWS2"
2020-11-12,47,"COL, L1, but PS MW 45 46, PS BB, SX, tails, TR likely soon, HPWS2"
2020-11-12,48,"MW 45 46, AIBRE, PL, but tail, HPWB2. still on 47 L1 but bottom of MW and SX at SP HLW, HPWS2"
2020-11-12,49,"MW, C above 48 but not on H, AIBRE, PL, 41 H and MA MGA, but LP, PP MRV"
2020-11-12,50,"CCBBLB after SX at SP, PS AIL, should get at least 2LSU to 41 H and MA, but tails, PS TR instead of BLT, PS TTRD. DT 42, but PP 2LSU, PP BB, SS2"
2020-11-12,51,"L1, BRB, DT 42, AIBLE, but 3 BLB after SX, far below MA, MGA, HPWS2, PP BB. so far, weak rally so PP LTR in TTRD instead of BLT and rally back above Oct 12 H"
2020-11-12,52,"H1, 41 H and MA MGA, but BRB, PS LTR in TTRD"
2020-11-12,53,"BBLB, but at TGT of 41 H and MA. BL need strong BO above EMA if this is going to be TREV. else, LTR in TTRD"
2020-11-12,54,"FT but not BBLBC. PP AIL, BL want BO above Oct 12 H and test 60ma. BR want LTR and test 52 L"
2020-11-12,55,-
2020-11-12,56,-
2020-11-12,57,"CC BBRC, SBD, PP TR, not STC, HPWS2 .so far, this hour is IB on 60m"
2020-11-12,58,"HL MTR, but DD, HPW. might stay in LTR"
2020-11-12,59,-
2020-11-12,60,"L1, but low in LTR, PP BB and below 48"
2020-11-12,61,-
2020-11-12,62,"L2, IOI, at MA, COL, but bottom of TR, NS. PP BB 48 for ET 411 48"
2020-11-12,63,-
2020-11-12,64,"LL MTR, ET 41 48, W 52 59, PL, AIBRE, but tail, small body, HPWB2"
2020-11-12,65,-
2020-11-12,66,"L1, LW MGB, but bottom of LTR, 2 DD, HPWS2, PS BB"
2020-11-12,67,"BO, LW MGB, but need FT, PB need good BSB"
2020-11-13,1,"GU, just above 60ma and below top of 3 day TR. BLB, but tail. MGA are Sept H and Wed H and MP of week, which are all within a point of each other. MGB are 60ma and COY"
2020-11-13,2,"OU, CCBL1C, but small bars, big tails, middle of Y TR, far above MA. BTC, but HPW for at least one more BLB with COH"
2020-11-13,3,"3 CC BLB, AIL, Y is H1 on daily chart, but Y was BRB so PP SA HOY. still BTC but weak, HPW"
2020-11-13,4,"L2 1, PH, but 4 BLB, TC 76, HOY MGA, HPW."
2020-11-13,5,"H2, SPBL, MGA, but weak rally, far above MA, HPW. BR want W and PB to MA and 60ma and COY. small bars, tails, LOM, HPW"
2020-11-13,6,"W 1 4, far above MA, but only 1 BRB in 6 bars, TTR, LOM, MGA, HPWS2"
2020-11-13,7,-
2020-11-13,8,-
2020-11-13,9,"BR BO, but tail, HPW. C below 8 L so BO"
2020-11-13,10,"SBD, MA MGB, but tail, C above 2. room to MA MGB, BR need FT. BL want DB 2"
2020-11-13,11,"F BO, DB 2, PL, but far above MA, PP MRVU, HPW. might get to MA by going SD"
2020-11-13,12,"DT 6, MA MGB, but tail, AIL, SBU 12, CC BLBC, PP BB. TRO"
2020-11-13,13,-
2020-11-13,14,-
2020-11-13,15,"TRO, just above MA. DBPB, AIL, but TR, better to wait for breakout or 2nd signal. Low probability, bad for stop entries."">BBBR, not quite to MA, HPW, or trade small"
2020-11-13,16,"CCBLBC, BO of TRI, but top of TRO, LH 12, still BOM, PP BB, HPW"
2020-11-13,17,"LH in BRCH 16, OD, room to MA MGB, but tail, C above 16 L, BOM, HPW. BL will give up below 10 so PS MMD"
2020-11-13,18,"BO, but C above 10, LBLM, C above MP of bar, PS FBO, PL, but CC BRB, middle of TTR, HPWB2"
2020-11-13,19,"FBO, test MA, 2BR, COL, PL, but TR, better to wait for breakout or 2nd signal. Low probability, bad for stop entries."">BBBR"
2020-11-13,20,"tail so weak EB, but still AIL, DT 17, still BOM, but after REVU so PP BB, SS2"
2020-11-13,21,"BT 18 BBSB, H1, AIL, but BRB, top of TR, still in BOM"
2020-11-13,22,"F BO, L2, AIBLE4, but DD, HPWS2"
2020-11-13,23,-
2020-11-13,24,"tail, bad EB for L2, HPWS2. H1, BRTP, AIL, above MA, but BRB, top of TR, BB2"
2020-11-13,25,-
2020-11-13,26,"H1, AIL, no C below MA today, but tail, top of TR. BL need CC C above 22"
2020-11-13,27,"BO 22 but C below 22 H. still AIL, MGA HOD and HOY and Sept 2 H and MP of week, but BL need CC C above 22 and HOD 6, else LBR will S"
2020-11-13,28,-
2020-11-13,29,-
2020-11-13,30,-
2020-11-13,31,-
2020-11-13,32,"H1 but BRB, HOY, PP SA"
2020-11-13,33,"DBL, AIBLE, MDT, F BO HOY, but 8 BBL MC, GX H MGA, PP MRV, might test 22 H BOP and MA, SS2"
2020-11-13,34,"H1, MGA, but CC BRB, NWSS"
2020-11-13,35,-
2020-11-13,36,-
2020-11-13,37,"H2, AIL, should reach GX H, but BRB, PS more down to EMA, NWSS"
2020-11-13,38,-
2020-11-13,39,"W 21 33, 40M, AIBLE4, but BLB, GXH MGA, PP BB, SS3"
2020-11-13,40,-
2020-11-13,41,"W 22 33, 41M, but TC 26, GXH MGA, SS2"
2020-11-13,42,-
2020-11-13,43,-
2020-11-13,44,"W, F BO GXH, 41M, PH, AIBLE4, but SPBL, BLD, PP BB, MMTA, Sept H MGA, TC so PP will go SW before going down, if it goes down. but HPWS2. BL still want week to close around MP of week, which is at Sept H"
2020-11-13,45,"H1, SPBL, Sept H MGA and MMTA, but BRB, LRP, NWSS, PS SA and more SW"
2020-11-13,46,-
2020-11-13,47,"OU but BRB, MMT, MW 44 48, PS SA, might enter TTR until 11:30"
2020-11-13,48,"MW 44 46 at MMT, AIBLE4, PS SD to MA, but MGA Sept H and MP of week"
2020-11-13,49,"SBD, PP at least 2LSD after BX and MW at MMT"
2020-11-13,50,-
2020-11-13,51,"H1, ii, 20GBB, but PS more SD, PS SA, HPWB2"
2020-11-13,52,-
2020-11-13,53,-
2020-11-13,54,"H2, Tri 45 49, 20GB, Sept H MGA, but TTR, DD, PST to 11:30 often enters tight trading range and becomes Limit Order Market so failed breakouts are common"">MTD, LRP"
2020-11-13,55,-
2020-11-13,56,-
2020-11-13,57,-
2020-11-13,58,"F BO below Tri and MA, AIL, MGA, but top of TTR, TR, better to wait for breakout or 2nd signal. Low probability, bad for stop entries."">BBBR"
2020-11-13,59,"No more typing today, but I will do end of day summary at 1 pm in chat room"
2020-11-16,1,"BGU. BBRBC, PH. BL might BTC, but HPWB2. TR, better to wait for breakout or 2nd signal. Low probability, bad for stop entries."">BBBR"
2020-11-16,2,"BLB, BO 1, but tail, BBRB 1, PP TRO, SA. BO above Fri BL CH so PP will get below top of CH by going SD. MDT 1, PH, but HPWS2"
2020-11-16,3,"BR IB, F BO HOY, MDT 1, but TTR, HPWS2. H1 after GU but BRB, TTR, HPWB2. LOM"
2020-11-16,4,"F H1, MDT 2, PH, should fall below top of Fri BL CH, but TTR, BLB, HPWS2"
2020-11-16,5,"BR BO, PH, but PS BRTP, TRO and LOM, HPW B2"
2020-11-16,6,"H2 after GU, PL, but TRO, TR, better to wait for breakout or 2nd signal. Low probability, bad for stop entries."">BBBR, HPWB2"
2020-11-16,7,"CC BLB1C, PL,but small bar, middle of TRO, HPW for 1 more BLB."
2020-11-16,8,"LH in BR CH, AIBLE4, but 3 BLB, AIL, PP BB. TRO, HPW"
2020-11-16,9,-
2020-11-16,10,"BLB, AIBLB again"
2020-11-16,11,BO HOD
2020-11-16,12,-
2020-11-16,13,-
2020-11-16,14,"H1, SPBL, but BRB, DBL, PS PW 8 13, PA SA, HPWB2. AIBLE"
2020-11-16,15,"PW 8 13, AIBLE4, but TTR, BLB, PS BB, HPWS2"
2020-11-16,16,-
2020-11-16,17,"IOI BLF, but 5 BTTR, LRP. IOI so L2 top but SPBL, HPWS2"
2020-11-16,18,-
2020-11-16,19,"BO and FT, SPBL, but small BO so LRP that rally will last all day. PP will get 1 - 2 hours SD soon, PS PW 10 14"
2020-11-16,20,"PW 8 15, COL, PH, AIBLE, but SPBL, PP 11 reset the count so 11 is 1st leg up, 19 2nd, and then PP at least 1 more. SS2. H1 but BRB, PS PW 13 19, PS SA, HPWB2"
2020-11-16,21,"II, H1, GX and MM MGA, but PS SA for W 13 19, II FF, HPWB2, small bars since 12, TR likely soon. . PW 13 19"
2020-11-16,22,-
2020-11-16,23,"PW 15 19, PH, AIBLE, PP 2LSD, maybe to 20 L or 16 L and MA, but SPBL, PP MRV and TR, HPWS2"
2020-11-16,24,-
2020-11-16,25,"2 CC BRB, PP 2LSD, SA, but PP MRV since SPBL 23"
2020-11-16,26,"H1, still SPBL, but 3 BRB after PW, PS SA for 2LSD, HPWB2"
2020-11-16,27,-
2020-11-16,28,-
2020-11-16,29,"DB, and a measured move up"">DBBLF, 26, WBLF 20 26, but DD, 2LSD likely, MA MGB, PS TTR, PP SA"
2020-11-16,30,-
2020-11-16,31,"DTBF 29, MA MGB, but BLB, TTR, PS BB, PP BB around MA and 16 L. more TR likely"
2020-11-16,32,-
2020-11-16,33,"SBD, PS MG, MGB OOD since PP TRD, but tail, 20GB B, HPWS2."
2020-11-16,34,"3 CC BRBC, BO below MA, PP AIS, PS MMD. STC but NWSS since PS TR12"
2020-11-16,35,"4 CC BLB, bigger bar so SX, not good STC, PS BTC and PTG here or soon, but OOD and MMT MGB, MRVU, BB2"
2020-11-16,36,"L1, AIS 34, but OOD is MGN and just below, 35 SX, TR likely, PS BB, SS2. SX, test OOD, F BO, but 4 CC BRBC, tail, PP SA, BB2"
2020-11-16,37,-
2020-11-16,38,-
2020-11-16,39,-
2020-11-16,40,"DTBF, BR want TRVD to LOD, top of Y BLCH MGB, but BLB 39, PP BB 36 and OOD might be MGN for rest of day"
2020-11-16,41,"BO, BL TL MGB, but PP FF 39, or 1 more leg down to W 35 41. Not good STC since TR likely soon"
2020-11-16,42,"FF 39, 2LD 35, PS bottom of TR, but tail, TR, better to wait for breakout or 2nd signal. Low probability, bad for stop entries."">BBBR, BL TL MGB, LRP, MRV, PS LOM, HPWB2"
2020-11-16,43,-
2020-11-16,44,"W 35 41, FBO into Fri BL CH, test OOD, PP test of 39 H here or soon, PS TR around OOD, but tail so LRP, PS LOM. TC so PP MRV. L1 in BRCH, BR want test 9 L and LOD and GX L, but BLB, PP TR 36, PS BB, HPWS2"
2020-11-16,45,"II so BOM, but late in BRT and at SP OOD and BL CH, so PS FF and BB, like 21 at HOD"
2020-11-16,46,"FBO below II FF, but tail, TTR 42, LRP, still on 45 II S, but PP bounce soon"
2020-11-16,47,"FBO, C above MP, DB 9, W 37 43, AIBRE, but BRB, HPWB2"
2020-11-16,48,"SBD, but BBRBL, PS TRD, LRP STC, might be BTC, HPW"
2020-11-16,49,"W 37 43, F BO, BRTP, HL DB 6, AIBRE. TC so LRP B, PP MRV, HPWB2. BL IB so L1, but SX, MDB 47, SS2, PP BB"
2020-11-16,50,"L1, AIS, GXL and HOY MGB, but MDB 47 48, SX, PS BB, OOD MGA, HPWS2"
2020-11-16,51,"BBRL. HL DB 6, CC SX, MW 47 48, test 3600 BRN, AIBLE, 49 H and MA and OOD MGA"
2020-11-16,52,-
2020-11-16,53,SBU
2020-11-16,54,"DTBF 50 at MA, HOY and GX L MGB, but PP BB after 53 SBU, SS2"
2020-11-16,55,"H1, OOD MGA, but BRB just below MA, NWSS"
2020-11-16,56,-
2020-11-16,57,"BO above DTBRF, FT, COH, should go above OOD, but today will PP close around OOD so PP SW for rest of day"
2020-11-16,58,"W 49 54 at MA, but OOD MGN and today will PP stay around OOD for rest of day"
2020-11-16,59,-
2020-11-16,60,-
2020-11-16,61,-
2020-11-16,62,"ioi but 2 BRB, TTR, at OOD, PP LOM"
2020-11-16,63,-
2020-11-16,64,-
2020-11-16,65,-
2020-11-16,66,"II, BOM, but TTR in middle of day, PS LOM. HPW. might test HOD or LOD, but most likely will get COD around OOD fo DDD"
2020-11-16,67,"SBD, but PS TRI 6 51, not reliable STC"
2020-11-16,68,-
2020-11-16,69,-
2020-11-16,70,-
2020-11-16,71,-
2020-11-16,72,-
2020-11-16,73,-
2020-11-16,74,-
2020-11-16,75,-
2020-11-16,76,-
2020-11-16,77,-
2020-11-16,78,-
2020-11-16,79,-
2020-11-16,80,-
2020-11-16,81,End of Day
2020-11-18,1,"OD, at COY, weak rally, but BL want BO above and then BO above HOY since Y is H1 BLF on daily chart"
2020-11-18,2,"H2, HOY MGA, but weak rally, 50P, HPWB2"
2020-11-18,3,"BO, but tail, HPW to B FT. BR want BRB for F BO. CCBLB, AIL, HOY MGA, but tails so not strong yet"
2020-11-18,4,"FBO, COL, PW 74 77, PH"
2020-11-18,5,"BRB COL, SBD, PW, PH, AIBLE, CCBRB1C, STC but TR, better to wait for breakout or 2nd signal. Low probability, bad for stop entries."">BBBR, TR since Y 18 so LRP"
2020-11-18,6,"FBO, HLMTR, COH, AIBRE, PL, but big SBD 5, HPWB2"
2020-11-18,7,"CCBLBC, but middle of TRO, HPW"
2020-11-18,8,-
2020-11-18,9,"IB so H1 6 7, and MDT 7 9 and L1 5, middle of TRO, HPW"
2020-11-18,10,"H1, but middle of TRO, HPW"
2020-11-18,11,-
2020-11-18,12,-
2020-11-18,13,"LH DT, L2, PH, AIBLE, but SPBL, PS BB. still on 6 B. HPW. above MA, slightly more bulliish, but still BOM< HPW"
2020-11-18,14,"H1, SPBL, but BRD after BRB at top of TR, HPWB2. LOM"
2020-11-18,15,-
2020-11-18,16,-
2020-11-18,17,"BO but C below 3, weak rally, PW W 18 13 and DT 3, HPWB2. BR need BRBC"
2020-11-18,18,"COL, S DT, PH, AIBLE, but BLB 17, tail 18, still SPBL, HPW"
2020-11-18,19,"BO, SBU, but need FT, else W 12 17"
2020-11-18,20,"L4, W 12 17, PH, COL, AIBLE, but still SPBL, HOY and GXH MGA, HPWS2"
2020-11-18,21,-
2020-11-18,22,-
2020-11-18,23,-
2020-11-18,24,-
2020-11-18,25,"L1, should test 14 L or 10 L, but TRD, PP not much more down"
2020-11-18,26,-
2020-11-18,27,-
2020-11-18,28,-
2020-11-18,29,"DBHL 14, WBLF 18 23, but PP SA around 26 H and more TR"
2020-11-18,30,-
2020-11-18,31,"3 CC BLB, SBU, MGA are HOD and GXH and HOY, still AIL 12, but small, tail, still below 20 HOD"
2020-11-18,32,"LH DT but SBU 31, PP BB, SS2. weak rally, AIL, TGTA"
2020-11-18,33,-
2020-11-18,34,-
2020-11-18,35,-
2020-11-18,36,-
2020-11-18,37,"HL, MW 33 34, but 7 BBRMC, middle of TR, HPWB2. not STC. HPW. PS LOM"
2020-11-18,38,-
2020-11-18,39,-
2020-11-18,40,"L1 but BLB in middle of TRD, PS BB, HPW."
2020-11-18,41,-
2020-11-18,42,"3 CCBRB C below MA, IAS< but low in TRD and tails so not STC. BL want DT 14 or 10 or 6"
2020-11-18,43,"H2 37, DB 14, TRD, but 3 BBRB, BB2"
2020-11-18,44,"CC BLB, H2 37, DB 14, HPW, or NWSS. L2 but CC BLBC, PS BB and below 42, SS2"
2020-11-18,45,-
2020-11-18,46,"DB 42, low in TRD, but DD, P never H in TRD, ESP PST to 11:30 often enters tight trading range and becomes Limit Order Market so failed breakouts are common"">MTD. MGB LOD and 60ma and GXL. when MGB in TRD, mkt usually reaches them. HPWB2"
2020-11-18,47,-
2020-11-18,48,"SBD, new LOD, but bottom of TRD at 60ma, MGB is GX L but PP too far to reach. PP will reverse soon, not STC unless get strong FT"
2020-11-18,49,"FBO, W36 42, LLDB 8, 60ma, PL, AIBRE, but tail, big BRB48, HPWB2"
2020-11-18,50,"L1, GXL MGB, but 2 BLB just above 60ma, PS BB, HPWS2"
2020-11-18,51,-
2020-11-18,52,"CC big BO, PP TTRD and LTR soon"
2020-11-18,53,-
2020-11-18,54,"W 42 48, F BO 60ma, CSX, PP TTRD, AIBRE, PL. GXL MGA but about 10 pts LR so might be too far. BRB 53 so BR FT after 52 BO, so PS STC, but BBLC 54, LTR more likely, PP 2LSU"
2020-11-18,55,"L1, GXL MGB but BLB, PW bottom, PP BB for 2LSU, SS2. PP LTR in TTRD, top of LTR might be around MA or 60ma or 6 L at bottom of UTR, PS AIL, but MRV and LTR more likely than BLT"
2020-11-18,56,"L1, but PP 2LSU after CSX, PP BB, SS2"
2020-11-18,57,"BBRBC, GXL MGB, but PP not much more down, LTR likely, PP BB 54, HPWS2"
2020-11-18,58,"BO, CCBBRC, PS STC for test GX L, but TR, better to wait for breakout or 2nd signal. Low probability, bad for stop entries."">BBBR, MM HOD and 6 L, CSX, PP LTR soon, HPWS2"
2020-11-18,59,"COL, GXL just below so PP will fall at least a little more"
2020-11-18,60,"PW 49 54, COH, PL, but GXL is MGB so PP will get there so if B, NWSS. HPWBB2"
2020-11-18,61,"CCBBLB, but tail so not as strong as PS, still might reach GXL. AIBLE4. L1, GXL MGB, but CCBBLB, PW, HPWS2, LBLM, PP BB 60 and around GXL, HPWS2"
2020-11-18,62,"H1, PS AIL after PW, but BRB, LRP. L1 but CC BLB 61, W 49 54, MGA, PS AIL, BPWS2"
2020-11-18,63,"BO, MGA 54 H, 57 SX H, both MA, but all are nearly and PP LTR and not BLT"
2020-11-18,64,"DTBF 55, HH DT 61, but 3 BBLBC, PP 2LSU after W, PS BB 64, HPWS2. H1 but BRB, just below MGA, PS PW 61 63, HPWB2"
2020-11-18,65,-
2020-11-18,66,"OD at MA and 54 H, PW 61 63, GXL MGB, but PP MRV and HL, NS"
2020-11-18,67,-
2020-11-18,68,"HL MTR, but TR, better to wait for breakout or 2nd signal. Low probability, bad for stop entries."">BBBR, just below MA so LRP, NS"
2020-11-18,69,-
2020-11-18,70,-
2020-11-18,71,-
2020-11-18,72,-
2020-11-18,73,-
2020-11-18,74,-
2020-11-18,75,-
2020-11-18,76,-
2020-11-18,77,-
2020-11-18,78,-
2020-11-18,79,-
2020-11-18,80,-
2020-11-18,81,End of Day
2020-11-20,1,"LDW. opened around COY in Y TR. BRB, but tail, HPW. many MGN around COY including Sept H, GXH, 60ma, HOY, 3600 BRN. MPW, and Wed SX H."
2020-11-20,2,"LL DB 71, ET 68 72, PL, MGA, but DD after 2 BRB, HPW"
2020-11-20,3,"BLB but tail, C below Sept H, middle of TR, HPW"
2020-11-20,4,"LH in BRCH 74, but tail, bottom of TR 64, LOM, HPW"
2020-11-20,5,-
2020-11-20,6,"F BO Y TR 72 2ED, F BO 61 BXL, PW 77 2, PL, but small BLB after CCBBRB, still in BRCH, HPWB2. TR PA, LOM, HPW."
2020-11-20,7,"L1 in BRCH, but tail, still on 6 B, PS BB, PP BB6, HPW"
2020-11-20,8,"MDT 6, bottom of weak BRCH, BLB, PS BB, HPWS2, stilll on 6 B but LP, still on S below CC BRB1C 5, HPW"
2020-11-20,9,-
2020-11-20,10,"PW 2 6, but BRB, HPW. AIBRE4. weak selloff, PP BRTR so should get BL leg at some point"
2020-11-20,11,"SBU, but still below MA and in BRCH. PP MRV, but PP start of TR so BB around 10 L"
2020-11-20,12,"L1 in BRCH, 10 H MGB since BBSB, but PP 2LSU after W and SBU"
2020-11-20,13,"MDB 10 but BRB just below MA, LOM, HPW"
2020-11-20,14,-
2020-11-20,15,"DTBF 7 at MA, L2 12, but 2 BBLB, TR, better to wait for breakout or 2nd signal. Low probability, bad for stop entries."">BBBR, LOM, PS BB and SPBL, HPWS2"
2020-11-20,16,-
2020-11-20,17,-
2020-11-20,18,"Tri 7 14, BOM. COH, but just below MA, HPWB2, but PS start of swing up"
2020-11-20,19,-
2020-11-20,20,BO but tail so weak
2020-11-20,21,"F BO, COL, W 11 14, AIBLE, but PP AIL 21, MGA, HPWS2"
2020-11-20,22,-
2020-11-20,23,"H1, AIL 20, but TR, better to wait for breakout or 2nd signal. Low probability, bad for stop entries."">BBBR, top of 4 BTTR, HPWB2, PS SA and more TTR"
2020-11-20,24,-
2020-11-20,25,"IB, COH, H1, TGTA, but weak rally"
2020-11-20,26,"W 14 40, DT LH 3, PH, but BLD, 4 BLB, AIBLE4, but HPWS2"
2020-11-20,27,-
2020-11-20,28,"SBD. still in TR so PS BTC for bounce, bettinf on BRTP, but PP 2LSD"
2020-11-20,29,"F BO, BRTP, HL DB 10, PL, but NS since just below MA and SBD 28"
2020-11-20,30,"L1 but CC BLB, PS BB, HPWS2"
2020-11-20,31,-
2020-11-20,32,"IOI, L2 just below MA, but TTR, bottom of TRD, NS, PS SPBL 29"
2020-11-20,33,-
2020-11-20,34,-
2020-11-20,35,"BRTP 2ES, but TTR just below MA, NS, HPW"
2020-11-20,36,-
2020-11-20,37,"DTBF 31, HST BRF 14 26, but TTR, NS, HPW"
2020-11-20,38,-
2020-11-20,39,"OO, but TTR so LRP, but reasonable swing B or S, HPW for BO UD"
2020-11-20,40,OOO
2020-11-20,41,"F BO below OO 39. now OOO, OK B or above 39 OOO"
2020-11-20,42,"on 42 B for F OO 39, but ok to wiat for BO above OOO 39"
2020-11-20,43,"F BO above ooo after F BO below OO, AIBLE, but still on B above 41 and 39, SS2. BL need BLB 44 to B again. Still BOM, HPW for big BO or CC C above or below TTR 29"
2020-11-20,44,"HL DB 40, still on B above 41 and above 39, but on S below 43. AIBRE. HPW for BO above 31 43 DT or below 40"
2020-11-20,45,-
2020-11-20,46,"LH DT, but 2 BLB, TTR, PP BB. Sept H MGA and should get there today unless strong BO below 40"
2020-11-20,47,-
2020-11-20,48,-
2020-11-20,49,"H1, MGA, but BRB so PS SA, some BL will exit above and wait for next B SB"
2020-11-20,50,-
2020-11-20,51,"MDT 48, F BO, but DD, Sept H MGA, SS2"
2020-11-20,52,-
2020-11-20,53,-
2020-11-20,54,"H2, BT 43, DB 49, at MA, MGA, but DD and TTR, HPWB2"
2020-11-20,55,-
2020-11-20,56,-
2020-11-20,57,-
2020-11-20,58,"WBLF 51 54, Tri 10 29, but BRD, 4 CC BRB, HPW. BRCH but no clear S signals, HPW"
2020-11-20,59,"BO but big tail, middle of TRD, HPW. Still BOM"
2020-11-20,60,"IB, both H1 and L1, apex of TRI, BOM, tails, HPW"
2020-11-20,61,-
2020-11-20,62,"F BO TRI, W 31 50, COL, but TR, better to wait for breakout or 2nd signal. Low probability, bad for stop entries."">BBBR, middle of TR so LRP, NS, PP MBO and more TR"
2020-11-20,63,"SBD, but big tail still in TR, HPWS2"
2020-11-20,64,"F BO 58, BLB, AIBRE, bottom of TR, but CC BBRB, small BLB, LRP B, PP MRV, NS, HPW"
2020-11-20,65,"L1 but DD, bottom of TRD, PS BB, HPW"
2020-11-20,66,-
2020-11-20,67,"OD, COL, but bottom of TRD, BR need FT BRB before STC. BL want BLBC for F BO and then REVU to Sept H"
2020-11-20,68,"CCBBRBC, but bottom of TRD. STC, AIS, but HRP for one more bar since might be like 9 and 28"
2020-11-20,69,-
2020-11-20,70,-
2020-11-20,71,-
2020-11-20,72,-
2020-11-20,73,-
2020-11-20,74,-
2020-11-20,75,-
2020-11-20,76,-
2020-11-20,77,-
2020-11-20,78,-
2020-11-20,79,-
2020-11-20,80,-
2020-11-20,81,End of Day
2020-11-24,1,"BGU. BBRBC, 30% chance HOD, but need FT. BL will try to keep GU open and B just above HOY"
2020-11-24,2,"BRB but small, tail, not strong STC. TRO likely. 2 H1 but CC BRB after GU, PP SA. PS LOM. PP TRO"
2020-11-24,3,"L1, but BLB after small BRB, PP LOM, HPW"
2020-11-24,4,"H2, GU, PL, but BRB, TTR, PP TRO, HPWB2"
2020-11-24,5,SBU
2020-11-24,6,"CCBLB1C, BTC, but shrinking body, still PS TRO"
